triple,sources,config,manifest,inputs
"<https://w3id.org/presalt-onto#ReservoirRock> <http://www.w3.org/2000/01/rdf-schema#comment> ""Reservoir rock is a sedimentary rock or rock facies that has sufficient porosity and permeability to store hydrocarbons and allow their flow through the subsurface reservoir. In the Brazilian Pre-Salt, reservoir rocks are chiefly lacustrine carbonates of the Itapema and Barra Velha formations, especially bioclastic limestones or coquinas and shrub-dominated facies, whose quality is highly heterogeneous and strongly controlled by depositional texture and diagenetic processes such as dissolution, neomorphism, silicification, dolomitization, and mineral replacement.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:134""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#ReservoirRock> <http://www.w3.org/2000/01/rdf-schema#label> ""Reservoir Rock""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:134""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReservoirRock> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008> .,"[""manifest:GEO-F020-01""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReservoirRock> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb2d1d58326307f47d1df0e09ae113b8995cf4c3e9ccbd10b800e9726aaec4d0fcb .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:168""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReservoirRock> <http://www.w3.org/2002/07/owl#equivalentClass> _:cbbb3577fed13a42487744de1e7ea323493659df6a5dcc85d7f16c61dffd54f8c5 .,"[""input:evaluation_study/inputs/approved_run/validate_defined_classes.csv:row:8""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Reservoirfaciesrole> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:189""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Reservoirfaciesrole> <http://www.w3.org/2000/01/rdf-schema#comment> ""A role that is borne by a facies with pore-system architecture and petrophysical properties favorable for hydrocarbon storage and flow.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:189""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Reservoirfaciesrole> <http://www.w3.org/2000/01/rdf-schema#label> ""ReservoirFaciesRole""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:189""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Reservoirfaciesrole> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://purl.obolibrary.org/obo/BFO_0000023> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:189""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Reservoirfaciesrole> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb267dbee23def662a59ec42c54d7203fea758c5fe7437d7a891ae2577b5706562a .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#RetiroFormation> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#NamedIndividual> .,"[""input:evaluation_study/inputs/approved_run/validate_instances.csv:row:28""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#RetiroFormation> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000004> .,"[""input:evaluation_study/inputs/approved_run/validate_instances.csv:row:28""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#RetiroFormation> <http://www.w3.org/2000/01/rdf-schema#comment> ""Retiro Formation is a named individual.""@en .","[""input:evaluation_study/inputs/approved_run/validate_instances.csv:row:28""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#RetiroFormation> <http://www.w3.org/2000/01/rdf-schema#label> ""Retiro Formation""@en .","[""input:evaluation_study/inputs/approved_run/validate_instances.csv:row:28""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReworkFacies> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:110"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:111""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#ReworkFacies> <http://www.w3.org/2000/01/rdf-schema#comment> ""Rework facies is a carbonate sedimentary facies that is dominated by grains and intraclasts eroded from previously formed carbonate deposits and redeposited by transport. In the Brazilian Pre-Salt, especially in the Barra Velha Formation, it commonly consists of reworked fragments of spherulites, crystal shrubs, and hybrid forms, ranging from calcarenites to calcirudites and often showing laminations, massive textures, or low-angle cross-stratification. These facies may also contain mud, clay, peloids, ostracod bioclasts, and locally siliciclastic detritus, and they are important because some intervals develop significant interparticle porosity.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:110""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#ReworkFacies> <http://www.w3.org/2000/01/rdf-schema#label> ""Rework Facies""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:110""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReworkFacies> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://w3id.org/presalt-onto#DepositionalFacies> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:110""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReworkedCarbonate> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:111""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#ReworkedCarbonate> <http://www.w3.org/2000/01/rdf-schema#comment> ""Reworked carbonate is a lacustrine carbonate lithofacies that is composed mainly of transported and redeposited clasts of calcitic spherulites and/or calcitic shrubs, typically occurring as grainstone- to rudstone-like calciarenites and calcirudites. In the Brazilian Pre-Salt Barra Velha Formation, it commonly contains grains from fine sand to pebble size, shows moderate sorting and massive to cross-stratified textures, and may include peloids, ostracod bioclasts, Mg-rich clays, and minor detrital siliciclastics. Where siliciclastic content exceeds about 10%, it is distinguished as reworked carbonate with siliciclastic content (RC-si), and the facies commonly forms relatively high-quality reservoir intervals due to open-framework and locally enhanced secondary porosity.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:111""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#ReworkedCarbonate> <http://www.w3.org/2000/01/rdf-schema#label> ""Reworked Carbonate""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:111""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#ReworkedCarbonate> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://w3id.org/presalt-onto#ReworkFacies> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:111""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#RibeiraBelt> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#NamedIndividual> .,"[""input:evaluation_study/inputs/approved_run/validate_instances.csv:row:10""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#RibeiraBelt> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004> .,"[""input:evaluation_study/inputs/approved_run/validate_instances.csv:row:10""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
